iter	Passed	Remaining
0	0	405
1	0	401
2	2	741
3	3	798
4	4	851
5	4	806
6	5	812
7	6	780
8	9	1061
9	12	1255
10	14	1343
11	15	1293
12	15	1213
13	16	1145
14	16	1085
15	17	1094
16	19	1111
17	20	1095
18	20	1051
19	20	1010
20	20	971
21	21	937
22	21	906
23	21	877
24	21	851
25	23	875
26	23	854
27	24	833
28	24	813
29	25	821
30	26	819
31	26	814
32	27	814
33	29	826
34	29	810
35	29	794
36	29	779
37	30	778
38	32	807
39	33	804
40	34	800
41	35	798
42	35	794
43	36	800
44	37	798
45	38	796
46	39	794
47	39	790
48	41	796
49	41	794
50	42	792
51	42	782
52	43	781
53	44	779
54	44	770
55	45	761
56	45	758
57	46	749
58	46	741
59	47	743
60	48	748
61	49	747
62	49	741
63	50	733
64	51	739
65	52	736
66	52	735
67	53	728
68	53	724
69	54	719
70	54	714
71	55	713
72	55	711
73	56	704
74	56	699
75	57	699
76	58	698
77	58	697
78	59	695
79	60	698
80	61	692
81	61	686
82	62	686
83	62	684
84	63	682
85	64	683
86	64	679
87	65	679
88	65	675
89	66	670
90	66	665
91	66	660
92	67	655
93	68	655
94	68	651
95	68	646
96	69	642
97	69	638
98	70	641
99	70	636
100	71	632
101	71	627
102	71	624
103	72	620
104	72	616
105	72	612
106	73	609
107	73	606
108	73	602
109	74	599
110	74	595
111	74	592
112	75	589
113	75	586
114	75	584
115	76	581
116	76	578
117	77	575
118	77	572
119	77	569
120	77	566
121	78	563
122	78	561
123	79	558
124	79	559
125	80	559
126	81	557
127	81	554
128	82	554
129	82	554
130	83	552
131	83	550
132	84	547
133	84	544
134	84	541
135	84	539
136	85	537
137	85	534
138	86	532
139	86	530
140	86	528
141	87	526
142	87	524
143	87	521
144	88	519
145	89	525
146	90	523
147	91	526
148	91	524
149	92	525
150	93	525
151	93	523
152	94	522
153	95	522
154	95	520
155	96	520
156	96	520
157	97	518
158	98	518
159	98	516
160	98	513
161	98	511
162	99	512
163	100	513
164	100	511
165	101	509
166	101	507
167	103	510
168	103	510
169	104	510
170	105	511
171	105	509
172	106	507
173	106	505
174	106	502
175	106	500
176	108	505
177	109	504
178	109	502
179	109	501
180	110	501
181	111	499
182	111	499
183	112	497
184	113	498
185	113	496
186	113	495
187	114	496
188	115	496
189	117	499
190	118	500
191	118	498
192	118	496
193	120	499
194	121	500
195	121	498
196	121	497
197	122	497
198	123	495
199	123	493
200	123	492
201	124	491
202	125	492
203	126	492
204	126	492
205	127	492
206	128	493
207	129	494
208	130	494
209	130	492
210	131	491
211	131	489
212	132	488
213	132	486
214	132	484
215	133	484
216	134	484
217	135	484
218	135	484
219	136	484
220	136	482
221	137	481
222	137	479
223	137	477
224	138	476
225	138	474
226	139	474
227	140	474
228	140	474
229	141	473
230	141	471
231	141	470
232	142	468
233	142	466
234	142	465
235	143	463
236	143	462
237	143	461
238	144	459
239	144	458
240	145	456
241	145	455
242	145	453
243	145	452
244	146	450
245	146	449
246	147	448
247	147	446
248	147	445
249	148	444
250	148	442
251	148	441
252	148	439
253	149	438
254	149	437
255	149	435
256	150	434
257	150	433
258	151	432
259	151	430
260	151	429
261	152	428
262	153	428
263	153	427
264	153	426
265	154	425
266	154	423
267	154	422
268	155	421
269	155	420
270	155	418
271	156	417
272	156	416
273	157	418
274	158	418
275	159	417
276	159	416
277	159	415
278	160	415
279	161	415
280	162	415
281	162	414
282	163	413
283	163	412
284	164	411
285	164	411
286	165	411
287	166	411
288	167	410
289	167	409
290	167	408
291	168	407
292	168	406
293	168	405
294	169	404
295	169	402
296	170	402
297	170	402
298	171	402
299	172	402
300	173	402
301	174	402
302	174	401
303	174	400
304	175	400
305	176	399
306	176	399
307	177	399
308	177	398
309	178	396
310	179	396
311	179	396
312	180	395
313	180	394
314	181	394
315	182	394
316	182	393
317	183	392
318	183	391
319	183	390
320	184	389
321	184	388
322	184	387
323	185	386
324	185	385
325	185	384
326	186	383
327	187	383
328	187	383
329	188	383
330	189	382
331	190	382
332	190	381
333	191	381
334	192	381
335	192	380
336	192	379
337	193	378
338	194	378
339	194	377
340	195	377
341	195	377
342	196	376
343	197	376
344	198	376
345	198	375
346	199	375
347	199	374
348	200	373
349	200	372
350	201	372
351	202	372
352	202	372
353	203	371
354	204	370
355	204	369
356	204	368
357	205	367
358	205	366
359	206	366
360	207	366
361	207	366
362	208	366
363	209	366
364	210	365
365	211	365
366	211	364
367	211	363
368	212	362
369	212	361
370	212	360
371	213	359
372	213	358
373	213	357
374	214	356
375	214	355
376	214	354
377	215	353
378	215	352
379	215	351
380	216	351
381	217	351
382	217	351
383	218	350
384	218	349
385	219	348
386	219	347
387	219	346
388	220	345
389	220	344
390	220	343
391	221	342
392	221	341
393	221	341
394	222	340
395	222	339
396	222	338
397	223	337
398	223	336
399	223	335
400	224	334
401	224	334
402	224	333
403	225	332
404	225	331
405	226	330
406	226	330
407	227	329
408	227	328
409	228	328
410	228	327
411	229	327
412	229	326
413	229	325
414	230	324
415	230	323
416	230	322
417	231	322
418	231	321
419	231	320
420	232	319
421	232	318
422	233	317
423	233	316
424	233	316
425	233	315
426	234	314
427	234	313
428	237	316
429	238	315
430	238	315
431	239	314
432	239	313
433	239	312
434	240	311
435	240	311
436	240	310
437	241	309
438	241	308
439	241	307
440	242	306
441	242	306
442	242	305
443	243	304
444	244	305
445	245	305
446	246	305
447	246	304
448	247	303
449	247	302
450	248	302
451	249	302
452	249	301
453	250	301
454	251	300
455	251	299
456	251	299
457	252	298
458	252	297
459	252	296
460	253	295
461	253	295
462	253	294
463	254	293
464	254	292
465	254	291
466	255	291
467	255	290
468	255	289
469	256	288
470	256	288
471	256	287
472	257	286
473	257	285
474	257	284
475	259	285
476	259	285
477	260	284
478	261	284
479	261	283
480	262	282
481	262	282
482	262	281
483	263	280
484	263	279
485	263	278
486	264	278
487	264	277
488	264	276
489	265	276
490	265	275
491	266	275
492	267	274
493	268	274
494	268	273
495	268	273
496	269	272
497	269	271
498	269	270
499	270	270
500	270	269
501	271	269
502	272	269
503	273	268
504	274	268
505	275	268
506	275	268
507	276	267
508	276	267
509	277	266
510	277	265
511	278	265
512	278	264
513	279	263
514	279	263
515	280	262
516	280	262
517	280	261
518	281	260
519	281	259
520	281	259
521	282	258
522	282	257
523	283	257
524	283	256
525	283	255
526	283	254
527	284	254
528	285	253
529	286	253
530	286	253
531	286	252
532	287	251
533	288	251
534	288	250
535	288	250
536	289	249
537	289	248
538	289	247
539	290	247
540	290	246
541	290	245
542	292	245
543	292	245
544	292	244
545	293	243
546	293	243
547	293	242
548	294	241
549	294	240
550	294	240
551	295	239
552	295	238
553	295	238
554	296	237
555	296	236
556	296	236
557	297	235
558	298	235
559	299	235
560	301	235
561	302	235
562	303	235
563	305	235
564	306	235
565	307	235
566	307	235
567	308	234
568	308	233
569	309	233
570	309	232
571	310	232
572	312	232
573	313	232
574	315	233
575	316	232
576	316	232
577	317	231
578	317	230
579	318	230
580	318	229
581	318	228
582	318	228
583	319	227
584	319	226
585	319	225
586	320	225
587	320	224
588	321	224
589	321	223
590	322	222
591	322	222
592	323	221
593	323	221
594	324	220
595	324	220
596	325	219
597	325	218
598	325	218
599	326	217
600	326	216
601	327	216
602	327	215
603	328	215
604	329	214
605	329	214
606	330	214
607	331	213
608	332	213
609	332	212
610	332	211
611	333	211
612	333	210
613	333	209
614	333	209
615	334	208
616	334	207
617	334	207
618	335	206
619	335	205
620	336	205
621	336	204
622	337	204
623	337	203
624	337	202
625	338	202
626	338	201
627	338	200
628	339	200
629	339	199
630	339	198
631	340	198
632	340	197
633	340	196
634	341	196
635	344	197
636	345	196
637	345	196
638	346	195
639	347	195
640	348	195
641	349	194
642	349	194
643	349	193
644	350	192
645	351	192
646	352	192
647	354	192
648	355	192
649	355	191
650	356	191
651	357	190
652	357	190
653	357	189
654	358	188
655	358	188
656	358	187
657	359	186
658	359	186
659	359	185
660	360	184
661	360	184
662	361	183
663	361	182
664	361	182
665	362	181
666	362	180
667	362	180
668	363	179
669	364	179
670	365	179
671	365	178
672	365	177
673	366	177
674	366	176
675	366	175
676	367	175
677	368	175
678	370	175
679	371	175
680	372	174
681	372	173
682	373	173
683	374	173
684	375	172
685	376	172
686	376	171
687	377	171
688	377	170
689	378	169
690	378	169
691	379	169
692	381	169
693	382	168
694	383	168
695	384	168
696	385	167
697	387	167
698	389	167
699	390	167
