iter	Logloss	Accuracy
115	0.197123192	0.9850746269
116	0.1945228159	0.9850746269
117	0.1921394661	0.9850746269
118	0.1914911326	0.9850746269
119	0.189316626	0.9850746269
120	0.1878794866	0.9850746269
121	0.1872424951	0.9850746269
122	0.1868774054	0.9850746269
123	0.1854807823	0.9850746269
124	0.1843815429	0.9850746269
125	0.183081159	0.9850746269
126	0.1821537	0.9850746269
127	0.1804729972	0.9850746269
128	0.179942243	0.9850746269
129	0.1771461628	0.9850746269
130	0.1770521402	0.9850746269
131	0.176808756	0.9850746269
132	0.1760584129	0.9850746269
133	0.1754447154	0.9850746269
134	0.1747009146	0.9850746269
135	0.1730034874	0.9925373134
136	0.1722140221	0.9925373134
137	0.1706490139	0.9925373134
138	0.1697091051	0.9925373134
139	0.1681522645	1
140	0.1675750592	1
141	0.1669996692	1
142	0.1664058966	1
143	0.1643061176	1
144	0.1636359843	1
145	0.1619428138	1
146	0.1611071097	1
147	0.1587689198	1
148	0.1577411121	1
149	0.1569334987	1
150	0.1566199186	1
151	0.1558486607	1
152	0.1554577893	1
153	0.1547103239	1
154	0.1535556906	1
155	0.1525222593	1
156	0.1514001189	1
157	0.1507044488	1
158	0.149681557	1
159	0.1487741943	1
160	0.1480274083	1
161	0.146724288	1
162	0.1459161706	1
163	0.1453644163	1
164	0.1445824267	1
165	0.1432158194	1
166	0.142122581	1
167	0.1414209761	1
168	0.1408960006	1
169	0.139433448	1
170	0.1388356373	1
171	0.1384248689	1
172	0.1374756622	1
173	0.1371905955	1
174	0.1362431686	1
175	0.1354597537	1
176	0.1343933863	1
177	0.1327448604	1
178	0.1314491116	1
179	0.130687136	1
180	0.1298172209	1
181	0.1295528725	1
182	0.1292102729	1
183	0.1282660919	1
184	0.1272449823	1
185	0.1265626057	1
186	0.1258101796	1
187	0.1256313549	1
188	0.1247839396	1
189	0.1245192764	1
190	0.1235100938	1
191	0.1230425303	1
192	0.1218420531	1
193	0.12064614	1
194	0.1201994277	1
195	0.1183593728	1
196	0.1176695222	1
197	0.1171351612	1
198	0.1155892689	1
199	0.1153172859	1
200	0.1147797879	1
201	0.1142148457	1
202	0.1139404613	1
203	0.1133838366	1
204	0.112357746	1
205	0.1115105255	1
206	0.1107399706	1
207	0.1099315998	1
208	0.1096181137	1
209	0.1092398257	1
210	0.1087118427	1
211	0.1079368992	1
212	0.1072852685	1
213	0.1068399773	1
214	0.1065163321	1
215	0.1053697358	1
216	0.1049901933	1
217	0.1043938708	1
218	0.1041075183	1
219	0.1037172945	1
220	0.1032214864	1
221	0.1027478964	1
222	0.1026552129	1
223	0.1019844232	1
224	0.1014345198	1
225	0.1012162835	1
226	0.1001908098	1
227	0.1000424786	1
228	0.09982541871	1
229	0.09920187697	1
230	0.09860157253	1
231	0.09708679682	1
232	0.09681714448	1
233	0.09607924018	1
234	0.09542686855	1
235	0.09499073914	1
236	0.09423580532	1
237	0.09376288455	1
238	0.09323895454	1
239	0.09207511719	1
240	0.09151558411	1
241	0.09093945225	1
242	0.09077180889	1
243	0.08954058092	1
244	0.08931909453	1
245	0.08863902713	1
246	0.08817276833	1
247	0.0880367773	1
248	0.08778298169	1
249	0.08724206323	1
250	0.08670190779	1
251	0.08618523887	1
252	0.08596788077	1
253	0.08537654858	1
254	0.08471360034	1
255	0.0843921369	1
256	0.08395797911	1
257	0.08369512704	1
258	0.0833510668	1
259	0.0824698189	1
260	0.08231588128	1
261	0.08191229308	1
262	0.08170055789	1
263	0.08103308821	1
264	0.08087063715	1
265	0.08071277382	1
266	0.08000127712	1
267	0.07935108854	1
268	0.07860210859	1
269	0.07824456416	1
270	0.07790778607	1
271	0.07679206375	1
272	0.07579971125	1
273	0.0752315831	1
274	0.07468312493	1
275	0.07398341861	1
276	0.0735993855	1
277	0.07274490152	1
278	0.07236981146	1
279	0.07182762285	1
280	0.07146919145	1
281	0.07087776072	1
282	0.0704633446	1
283	0.07013541889	1
284	0.06951931019	1
285	0.06863369207	1
286	0.06808393287	1
287	0.06770042164	1
288	0.06711846803	1
289	0.06679466708	1
290	0.06648169511	1
291	0.0661791116	1
292	0.06583057446	1
293	0.06551109783	1
294	0.0651239912	1
295	0.06450491698	1
296	0.06412081402	1
297	0.06400638892	1
298	0.06373108463	1
299	0.06346438807	1
300	0.06336616072	1
301	0.06291568463	1
302	0.06248598498	1
303	0.0623969412	1
304	0.06229253361	1
305	0.0620368728	1
306	0.06178890443	1
307	0.06137652432	1
308	0.06113630485	1
309	0.06091048734	1
310	0.06081088082	1
311	0.0602971676	1
312	0.05991383244	1
313	0.05951586244	1
314	0.05918382076	1
315	0.059089646	1
316	0.0587108479	1
317	0.0582548416	1
318	0.05816484038	1
319	0.05794463358	1
320	0.05760139267	1
321	0.05724535638	1
322	0.05692808556	1
323	0.05652288139	1
324	0.05599313242	1
325	0.05569171848	1
326	0.05548612312	1
327	0.05510385243	1
328	0.05486453441	1
329	0.05466722924	1
330	0.05430577509	1
331	0.05422343812	1
332	0.05381686184	1
333	0.05333786544	1
334	0.05306924728	1
335	0.05274096218	1
336	0.0526617158	1
337	0.05236827781	1
338	0.05221049505	1
339	0.05205680143	1
340	0.05150470802	1
341	0.05133739824	1
342	0.0511093467	1
343	0.05058248014	1
344	0.0502902126	1
345	0.05021539059	1
346	0.05014225414	1
347	0.04978986175	1
348	0.04971953924	1
349	0.04959382522	1
350	0.04928530248	1
351	0.04898756673	1
352	0.04880740335	1
353	0.04846195492	1
354	0.04819385258	1
355	0.04793697093	1
356	0.04768147633	1
357	0.04743318184	1
358	0.04736733839	1
359	0.0473029229	1
360	0.04710299022	1
361	0.04687178661	1
362	0.04660108393	1
363	0.04643708812	1
364	0.04617468821	1
365	0.04592458446	1
366	0.04564211806	1
367	0.0454064933	1
368	0.04517324533	1
369	0.04492492382	1
370	0.04473661123	1
371	0.04451230651	1
372	0.04436221973	1
373	0.04425595441	1
374	0.04413575308	1
375	0.04407827416	1
376	0.04366505943	1
377	0.04342903737	1
378	0.04316420928	1
379	0.04293792564	1
380	0.04267307668	1
381	0.04245505889	1
382	0.04229636649	1
383	0.04214503266	1
384	0.04194763951	1
385	0.04184767842	1
386	0.04160422082	1
387	0.0414120478	1
388	0.04130485519	1
389	0.04106729906	1
390	0.0408719076	1
391	0.04064566916	1
392	0.04051980746	1
393	0.04032736345	1
394	0.04023352903	1
395	0.04008095372	1
396	0.0398879584	1
397	0.03968723992	1
398	0.03932292727	1
399	0.0391868917	1
400	0.03900670654	1
401	0.03891595748	1
402	0.03862042282	1
403	0.03841948669	1
404	0.03834014793	1
405	0.0381703443	1
406	0.03808084494	1
407	0.03786056741	1
408	0.03775697535	1
409	0.03755447869	1
410	0.03740325225	1
411	0.03729599124	1
412	0.03722436583	1
413	0.03712637076	1
414	0.03707878328	1
415	0.03689784032	1
416	0.03682890049	1
417	0.03667762218	1
418	0.03656731194	1
419	0.03652122055	1
420	0.03629672451	1
421	0.03614251703	1
422	0.03605035644	1
423	0.03587279425	1
424	0.03580758246	1
425	0.03571764621	1
426	0.03556877474	1
427	0.0355248147	1
428	0.03543682631	1
429	0.03523975604	1
430	0.03509226383	1
431	0.03480917456	1
432	0.03472466589	1
433	0.03457009231	1
434	0.03448674248	1
435	0.03432887408	1
436	0.03427103673	1
437	0.03421425118	1
438	0.03413428102	1
439	0.03398578189	1
440	0.03393035585	1
441	0.03376502941	1
442	0.03360439704	1
443	0.03347021551	1
444	0.03340652718	1
445	0.0332538016	1
446	0.0331161696	1
447	0.03297026349	1
448	0.03291732786	1
449	0.03276883676	1
450	0.03258519156	1
451	0.03252189272	1
452	0.03247065843	1
453	0.0324187121	1
454	0.03229512155	1
455	0.03224485662	1
456	0.03210040151	1
457	0.03206332461	1
458	0.03199141147	1
459	0.03185305684	1
460	0.03181696412	1
461	0.03167950159	1
462	0.03153993085	1
463	0.03136707318	1
464	0.0312530301	1
465	0.03117331593	1
466	0.03111649718	1
467	0.03104931908	1
468	0.03100369529	1
469	0.03087356898	1
470	0.03072479548	1
471	0.0305985343	1
472	0.03047945533	1
473	0.03037216852	1
474	0.03033903808	1
475	0.03022797746	1
476	0.0300951269	1
477	0.02996552412	1
478	0.02985318016	1
479	0.02979282845	1
480	0.0296910117	1
481	0.02962854818	1
482	0.02959716696	1
483	0.02953586804	1
484	0.0294296301	1
485	0.02930518399	1
486	0.02918371227	1
487	0.02904453903	1
488	0.02898632566	1
489	0.02886670979	1
490	0.02873969457	1
491	0.02858434144	1
492	0.02848196461	1
493	0.02838474039	1
494	0.0282900749	1
495	0.02814894072	1
496	0.02804038194	1
497	0.0278984447	1
498	0.02776105812	1
499	0.02766646934	1
500	0.02753431934	1
501	0.02742250825	1
502	0.02730676267	1
503	0.02722904648	1
504	0.02717292505	1
505	0.02704882562	1
506	0.0270059949	1
507	0.02692817327	1
508	0.02690219434	1
509	0.02677287431	1
510	0.02666871266	1
511	0.02656702687	1
512	0.02651088526	1
513	0.02641207411	1
514	0.02630586144	1
515	0.02621533255	1
516	0.02617055392	1
517	0.02606255614	1
518	0.02596623353	1
519	0.02586869727	1
520	0.02578234273	1
521	0.02568878843	1
522	0.02561080068	1
523	0.02554153881	1
524	0.02549851903	1
525	0.02540698241	1
526	0.02531792645	1
527	0.02526627187	1
528	0.02518820776	1
529	0.02513392508	1
530	0.02503578952	1
531	0.02499797442	1
532	0.02496080028	1
533	0.02485751888	1
534	0.02477163392	1
535	0.02473556683	1
536	0.02466722695	1
537	0.02459511026	1
538	0.02450277252	1
539	0.02443776534	1
540	0.02432490471	1
541	0.02420980514	1
542	0.02410490176	1
543	0.02402992776	1
544	0.0238817458	1
545	0.02373892747	1
546	0.02366286904	1
547	0.02357991449	1
548	0.02353360947	1
549	0.023450761	1
550	0.02340480844	1
551	0.02337635274	1
552	0.02333147324	1
553	0.02328773343	1
554	0.02322482214	1
555	0.02315086453	1
556	0.02307838707	1
557	0.02298834029	1
558	0.02290895488	1
559	0.02283769542	1
560	0.02271139332	1
561	0.02267802315	1
562	0.0225842514	1
563	0.02251754865	1
564	0.02243349632	1
565	0.02235137453	1
566	0.02228417464	1
567	0.02221830044	1
568	0.0221772127	1
569	0.0220958128	1
570	0.02203090536	1
571	0.02193665938	1
572	0.0219109463	1
573	0.02184072965	1
574	0.02174233738	1
575	0.02170279718	1
576	0.02162068441	1
577	0.02155923672	1
578	0.02148667479	1
579	0.02145325322	1
580	0.02136474125	1
581	0.02132629477	1
582	0.02128998632	1
583	0.02121724219	1
584	0.02115573009	1
585	0.02112527043	1
586	0.02108757612	1
587	0.02101382829	1
588	0.02094483457	1
589	0.02086442553	1
590	0.02083837297	1
591	0.02072685155	1
592	0.02070150023	1
593	0.02067026955	1
594	0.02060926199	1
595	0.02057365517	1
596	0.02053597907	1
597	0.02048840587	1
598	0.02041684062	1
599	0.02038193953	1
600	0.02031766415	1
601	0.02020099724	1
602	0.02017190026	1
603	0.02013846177	1
604	0.02007505691	1
605	0.02000310291	1
606	0.01993705819	1
607	0.01988997401	1
608	0.01982423519	1
609	0.01976048497	1
610	0.01971011792	1
611	0.01964609099	1
612	0.01960240831	1
613	0.01954717521	1
614	0.01948066717	1
615	0.01944839155	1
616	0.01938640318	1
617	0.01932594101	1
618	0.01929948195	1
619	0.01924760884	1
620	0.01919251036	1
621	0.01908920474	1
622	0.01904470576	1
623	0.01901336448	1
624	0.01898246936	1
625	0.01892051573	1
626	0.01885804765	1
627	0.01880367077	1
628	0.01875370941	1
629	0.01872289451	1
630	0.01868178091	1
631	0.01862254656	1
632	0.01856658231	1
633	0.01852608658	1
634	0.0185043648	1
635	0.01847987958	1
636	0.01845028423	1
637	0.01835672676	1
638	0.01830178917	1
639	0.01821060461	1
640	0.0181728975	1
641	0.01814400042	1
642	0.01812200969	1
643	0.01810578149	1
644	0.01808645722	1
645	0.0180378549	1
646	0.01796201777	1
647	0.01791805943	1
648	0.01787347656	1
649	0.01781113872	1
650	0.01776765937	1
651	0.01771411696	1
652	0.01764903075	1
653	0.01762093034	1
654	0.01757367559	1
655	0.01755853982	1
656	0.01754051501	1
657	0.01749239276	1
658	0.01747214751	1
659	0.01741567697	1
660	0.01736038656	1
661	0.01730840761	1
662	0.01728117437	1
663	0.01724385203	1
664	0.01720754018	1
665	0.01716143698	1
666	0.01713397173	1
667	0.01710712725	1
668	0.01702723825	1
669	0.01700071309	1
670	0.01696500779	1
671	0.01688712772	1
672	0.01686175016	1
673	0.01678557102	1
674	0.01672586716	1
675	0.01668742535	1
676	0.01664471599	1
677	0.01662537151	1
678	0.01658995712	1
679	0.01656535517	1
680	0.01649775153	1
681	0.01642532935	1
682	0.01638235455	1
683	0.01632699195	1
684	0.01628004813	1
685	0.01623953851	1
686	0.01619433473	1
687	0.01617477956	1
688	0.01615101328	1
689	0.01612755212	1
690	0.01609210202	1
691	0.01605072945	1
692	0.01603482552	1
693	0.0160154445	1
694	0.0159759633	1
695	0.01594656576	1
696	0.01590326387	1
697	0.01585151152	1
698	0.01580936097	1
699	0.01574264963	1
700	0.01572513857	1
701	0.01570240133	1
702	0.01565800622	1
703	0.01561920916	1
704	0.01560209053	1
705	0.01558716159	1
706	0.01557244306	1
707	0.01550762306	1
708	0.01546191564	1
709	0.01543131534	1
710	0.01539881653	1
711	0.01537695597	1
712	0.01531441631	1
713	0.01528485146	1
714	0.01525182416	1
715	0.01521606189	1
716	0.01517917161	1
717	0.01515600605	1
718	0.0151240354	1
719	0.0150953446	1
720	0.01505432177	1
721	0.01501787851	1
722	0.01497279964	1
723	0.01493709015	1
724	0.01488921278	1
725	0.01486187434	1
726	0.01479614614	1
727	0.01476420524	1
728	0.01473583533	1
729	0.01470635795	1
730	0.01467519653	1
731	0.01463854209	1
732	0.01460016391	1
733	0.01457571979	1
734	0.01453177644	1
735	0.01448021598	1
736	0.01442465533	1
737	0.01439710277	1
738	0.0143763504	1
739	0.01435188405	1
740	0.01433126887	1
741	0.01428478323	1
742	0.01426461112	1
743	0.01424861119	1
744	0.01421771421	1
745	0.01420394984	1
746	0.0141635557	1
747	0.01414377525	1
748	0.01411779565	1
749	0.0140785454	1
750	0.01406344515	1
751	0.01403778052	1
752	0.01401252798	1
753	0.01397970549	1
754	0.01391645351	1
755	0.01390333112	1
756	0.01388849018	1
757	0.01386366964	1
758	0.01385277592	1
759	0.01383850717	1
760	0.0138144874	1
761	0.01380324358	1
762	0.01378928877	1
763	0.01375782134	1
764	0.01374221977	1
765	0.01372740645	1
766	0.01368132957	1
767	0.01366261584	1
768	0.01364741441	1
769	0.01363262808	1
770	0.01361866866	1
771	0.01360083647	1
772	0.01358704096	1
773	0.01355740473	1
774	0.01352609571	1
775	0.01348422196	1
776	0.01347105303	1
777	0.01346082821	1
778	0.01343080728	1
779	0.01341728978	1
780	0.01339831574	1
781	0.01337587796	1
782	0.01336655481	1
783	0.01333052272	1
784	0.01331257306	1
785	0.01325808677	1
786	0.01324561196	1
787	0.01319650863	1
788	0.01317802509	1
789	0.01315636883	1
790	0.01311999063	1
791	0.01310541452	1
792	0.01308803697	1
793	0.01306219485	1
794	0.01304995529	1
795	0.0130371921	1
796	0.01302524887	1
797	0.01297320004	1
798	0.01292215475	1
799	0.01291036593	1
800	0.01290128232	1
801	0.01285748906	1
802	0.01284512996	1
803	0.01282925604	1
804	0.0127962006	1
805	0.01277962754	1
806	0.01276493063	1
807	0.01274452059	1
808	0.01273404731	1
809	0.01271527394	1
810	0.01269523879	1
811	0.01267265967	1
812	0.01265170594	1
813	0.01260280662	1
814	0.01259031608	1
815	0.01256371487	1
816	0.01253425027	1
817	0.01250779497	1
818	0.01247567903	1
819	0.01244138291	1
820	0.01242228219	1
821	0.012393927	1
822	0.01238192499	1
823	0.01236600825	1
824	0.01234925446	1
825	0.01232766398	1
826	0.01232114476	1
827	0.0123133612	1
828	0.01229919691	1
829	0.01228957041	1
830	0.01227572838	1
831	0.01226793756	1
832	0.0122617575	1
833	0.01225414425	1
834	0.01224142394	1
835	0.01222027046	1
836	0.01221430391	1
837	0.01220696046	1
838	0.01219733143	1
839	0.01218996197	1
840	0.01216289889	1
841	0.01215315037	1
842	0.01214747501	1
843	0.01213490732	1
844	0.01212934125	1
845	0.012123834	1
846	0.01210158778	1
847	0.01209614291	1
848	0.01205247602	1
849	0.01203255808	1
850	0.01202714188	1
851	0.01201815661	1
852	0.01199211218	1
853	0.01198662691	1
854	0.01198134026	1
855	0.01196932987	1
856	0.01194374957	1
857	0.01193837058	1
858	0.0119267028	1
859	0.01191804169	1
860	0.01190093323	1
861	0.01187256212	1
862	0.0118675427	1
863	0.01186236227	1
864	0.01183970626	1
865	0.01183130256	1
866	0.01180384861	1
867	0.01179894512	1
868	0.01178243319	1
869	0.0117776049	1
870	0.01175126492	1
871	0.01171043063	1
872	0.0116900125	1
873	0.01166063	1
874	0.01163283718	1
875	0.01162802065	1
876	0.01160434376	1
877	0.01157521557	1
878	0.0115324798	1
879	0.01149619351	1
880	0.01147404177	1
881	0.011441916	1
882	0.01143768845	1
883	0.01142645839	1
884	0.0113985827	1
885	0.01139058366	1
886	0.01136639441	1
887	0.01134055425	1
888	0.01133761558	1
889	0.01131079677	1
890	0.01129370862	1
891	0.01128003852	1
892	0.01126956347	1
893	0.01124949289	1
894	0.01122435208	1
895	0.01120554001	1
896	0.01118486744	1
897	0.01115090541	1
898	0.01113266436	1
899	0.01111942489	1
900	0.01111650892	1
901	0.0110962855	1
902	0.01105721955	1
903	0.01102722557	1
904	0.01102337345	1
905	0.01099909417	1
906	0.01098919023	1
907	0.01096346945	1
908	0.01093128153	1
909	0.01092599882	1
910	0.01090098412	1
911	0.01087622723	1
912	0.01086410933	1
913	0.0108523048	1
914	0.01083732525	1
915	0.01080814924	1
916	0.01080443795	1
917	0.01079534699	1
918	0.01078075833	1
919	0.01077712709	1
920	0.0107745376	1
921	0.01077072195	1
922	0.01076572925	1
923	0.01076217877	1
924	0.01074001097	1
925	0.01073254489	1
926	0.01071249626	1
927	0.01069716999	1
928	0.01067597742	1
929	0.01066769422	1
930	0.01066057367	1
931	0.01065182889	1
932	0.01063587231	1
933	0.01061238798	1
934	0.01060543167	1
935	0.01059163421	1
936	0.01057798935	1
937	0.0105739994	1
938	0.01057045497	1
939	0.01056718006	1
940	0.01054963967	1
941	0.0105414894	1
942	0.01053827242	1
943	0.01053669147	1
944	0.01051958701	1
945	0.0105116527	1
946	0.01050983812	1
947	0.01047451308	1
948	0.01045530493	1
949	0.01045099244	1
950	0.01043174137	1
951	0.01040959763	1
952	0.01040358333	1
953	0.01038309569	1
954	0.01038058735	1
955	0.01037619472	1
956	0.01037420232	1
957	0.01037107981	1
958	0.01036343808	1
959	0.01035189472	1
960	0.010344726	1
961	0.01031987799	1
962	0.01031278932	1
963	0.01030673716	1
964	0.01028826687	1
965	0.01028602243	1
966	0.01028379045	1
967	0.01028077414	1
968	0.0102777838	1
969	0.0102686679	1
970	0.01026646123	1
971	0.01023933426	1
972	0.010227686	1
973	0.01021203999	1
974	0.01018973873	1
975	0.01017008489	1
976	0.01015424077	1
977	0.01015019386	1
978	0.01013106702	1
979	0.01012839507	1
980	0.01011161391	1
981	0.01008907161	1
982	0.01007534494	1
983	0.01007324852	1
984	0.01007035986	1
985	0.01005566429	1
986	0.01002611339	1
987	0.01000732388	1
988	0.01000446358	1
989	0.009994337382	1
990	0.009984167151	1
991	0.009959026823	1
992	0.009958983354	1
993	0.009943732969	1
994	0.009928016044	1
995	0.009906266822	1
996	0.009885806062	1
997	0.009865328862	1
998	0.009846041561	1
999	0.009835046121	1
